MFP ID,Name,Brand,Verified,Serving,Calories,Fat,Carbohydrates,Protein,Fiber,Sugar,Sodium,Calcium,Cholesterol,Iron,Monounsaturated Fat,Polyunsaturated Fat,Potassium,Saturated Fat,Trans Fat,Vitamin A,Vitamin C,Confirmations,Servings
28466913071021,Apple,Dole,True,Medium,80.0,0.0,22.0,0.0,5.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2,[<1.00 x Medium>]
28464815869869,Gala Apple Organic,Gala Apple Organic,True,g,80.0,0.0,22.0,0.0,5.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,170.0,0.0,0.0,2.0,8.0,31,"[<154.00 x g>, <1.00 x g>, <1.00 x ounce>, <5.40 x ounce>, <1.00 x lb(s)>]"
98285947563821,Apple Butter,White House Apple Butter,True,Tbsp,35.0,0.0,9.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"[<1.00 x Tbsp>, <1.00 x container (35.00 Tbsp)>, <1.00 x fluid ounce>, <15.00 x milliliter>, <1.00 x milliliter>, <1.00 x tsp(s)>, <1.00 x cup(s)>]"
168377401151229,Apple Chimichanga,Apple Chimichanga,False,grams,340.0,9.0,7.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[<36.00 x grams>, <1.00 x grams>, <1.00 x ounce>, <1.30 x ounce>]"
67901054619373,Apple vinegar,Apple,False,ml,40.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[<15.00 x ml>, <1.00 x ml>, <1.00 x container (495 ml)>, <1.00 x tablespoon>, <1.00 x fluid ounce>, <0.50 x fluid ounce>, <1.00 x tsp(s)>, <1.00 x cup(s)>]"
98277349232045,Apple Fries,BK Apple fries,True,bag,25.0,0.0,6.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0,[<1.00 x bag>]
98002358030253,Apple,Rainier,True,apple,95.0,0.0,25.0,0.0,4.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,4,"[<1.00 x apple>, <1.00 x container (95 apple)>]"
235035269345085,apple,lunch apple,False,g,40.0,1.0,19.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[<80.00 x g>, <1.00 x g>, <1.00 x ounce>]"
98552109641133,Apple,Publix,True,med apple,95.0,0.3,25.0,0.5,4.4,19.0,2.0,1.0,0.0,1.0,0.0,0.1,195.0,0.1,0.0,1.0,14.0,5,[<1.00 x med apple>]
98002454507501,12 Apple Slices Sams,Apple slices,True,slices,70.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"[<12.00 x slices>, <1.00 x slices>]"
138022862343805,apple butter,apple barn,False,tbsp,35.0,0.0,8.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[<1.00 x tbsp>, <1.00 x container (33.00 tbsp)>, <1.00 x milliliter>, <1.00 x fluid ounce>, <1.00 x cup(s)>, <15.00 x milliliter>]"
270376256867629,Apple,Honeycrisp Apple - Medium,False,"-3/4"" in Diameter",72.0,0.23,19.06,0.36,3.3,14.34,1.0,1.0,0,1.0,0.01,0.07,148.0,0.039,0,1.0,8.0,10,"[<2.00 x -3/4"" in Diameter>, <1.00 x -3/4"" in Diameter>]"
134009203854461,Large Honeycrisp Apple,Apple,False,large apple (3 1/4 diam.),110.0,0.36,29.28,0.55,5.1,22.03,2.0,8.0,0.0,1.0,0.015,0.108,227.0,0.059,0,1.0,1.0,7,[<1.00 x large apple (3 1/4 diam.)>]
159598308658557,Apple-small Raw Ambrosia Apple,Ambrosia Apple Small,False,g,80.0,0.0,22.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[<154.00 x g>, <1.00 x g>, <1.00 x ounce>, <5.40 x ounce>]"
MFP ID,Name,Brand,Verified,Serving,Calories,Fat,Carbohydrates,Protein,Fiber,Sugar,Sodium,Calcium,Cholesterol,Iron,Monounsaturated Fat,Polyunsaturated Fat,Potassium,Saturated Fat,Trans Fat,Vitamin A,Vitamin C,Confirmations,Servings
63110161157877,Watermelon,,True,"cup, ball",30.0,0.15,7.55,0.61,0.4,6.2,1.0,0.7,0.0,1.33333,0.037,0.05,112.0,0.016,0.0,37.9334,13.5,31,"[<0.50 x cup, ball>, <1.00 x cup, diced>, <1.00 x g>, <1.00 x oz>, <1.00 x wedge>, <1.00 x lb>, <1.00 x kg>, <1.00 x medium>, <1.00 x balls>]"
